Habitat,ISO3,Citation
saltmarshes,ITA,European Environment Agency. (2011). Corine Land Cover 2006 seamless vector data. Version 15 (08/2011). URL: http://www.eea.europa.eu/data-and-maps/data/clc-2006-vector-data-version-1
cold-water corals,ITA,"Galil, B., & Zibrowius, H. (1998). First benthos samples from Eratosthenes Seamount, eastern Mediterranean. Senckenbergiana maritima, 28(4-6), 111."
cold-water corals,ITA,"Grasshoff, M. (1985). Die Gorgonaria und Antipatharia der Großen Meteor-Bank und der Josephine-Bank (Cnidaria: Anthozoa). Senckenbergiana maritima, 17(3), 65-87."
seagrasses,ITA,"Guidetti, P. (2000). Differences among fish assemblages associated with nearshore Posidonia oceanica seagrass beds, rocky-algal reefs and  unvegetated sand habitats in the Adriatic Sea. Estuarine, Coastal and Shelf Science 50(4): 515-529."
seagrasses,ITA,"Guidetti, P. (2001). Detecting environmental impacts on the Mediterranean seagrass Posidonia oceanica (L.) Delile: the use of reconstructive methods in combination with 'beyond BACI' designs. 27-39."
seagrasses,ITA,ISPRA (2017). Seagrass beds in Italy. ID: IT003000; IT003001; IT003004; IT003007
seagrasses,ITA,"IUCN & UNEP-WCMC. (2003). The World Database on Protected Areas (WDPA) [On-line]. Cambridge, UK: UNEP-WCMC. Available at: www.protectedplanet.net."
seagrasses,ITA,"Kraemer, G. P. & Mazzella, L. (1996). Nitrogen assimilation and growth dynamics of the Mediterranean seagrasses Posidonia oceanica, Cymodocea nodosa, and Zostera noltii. In Proceedings of the Rottnest Island International Seagrass Symposium (pp. 181-190)."
cold-water corals,ITA,"Montagna, P., McCulloch, M., Taviani, M., Remia, A., & Rouse, G. (2005). High-resolution trace and minor element compositions in deep-water scleractinian corals (Desmophyllum dianthus) from the Mediterranean Sea and the Great Australian Bight. In Cold-Water Corals and Ecosystems (pp. 1109-1126). Springer, Berlin, Heidelberg."
seagrasses,ITA,"Pergent-Martini, C., Rico-Raimondino, V., Martini, G. 1994. Primary production of Posidonia oceanica in the Mediterranean Basin."
seagrasses,ITA,"Procaccani, G. & Mazzella, L. (1996). Genetic variability and reproduction in two Mediterranean seagrasses. In Seagrass biology: proceedings of an international workshop, Rottnest Island, Western Australia (pp. 85-92)."
seagrasses,ITA,"Procaccani, G., Buia, M.C., Gambi, M.C., Perez, M. Pergent, G., Pergent-Martini, C. & Romero, J. (2003). The Seagrasses of the Western Mediterranean. In: World Atlas of Seagrasses. Green EP and Short FT, eds. Berkeley, California (USA): University of California Press. pp. 48-58."
saltmarshes,ITA,Provveditorato Interregionale alle Opere Pubbliche per il Veneto
cold-water corals,ITA,"Remia, A., & Taviani, M. (2005). Shallow-buried Pleistocene Madrepora-dominated coral mounds on a muddy continental slope, Tuscan Archipelago, NE Tyrrhenian Sea. Facies, 50(3-4), 419-425."
seagrasses,ITA,"Rismondo, A., Curiel, D., Marzocchi, M., Scattolin, M. 1997. Seasonal patterns of Cymodocea nodosa biomass and production in the lagoon of Venice. 55-64."
cold-water corals,ITA,"Rossi, L. (1961). Etudes sur le Seuil Siculo-Tunisien. 6. Madréporaires. Campagne de la “Calypso”(août-septembre 1954). Ann Inst Oceanogr Paris, 39, 33-48."
cold-water corals,ITA,"Selli, R. (1970). Cenni morfologici generali sul Mar Tirreno. G. Geol, 37, 5-24."
cold-water corals,ITA,"Smith, J. E., Schwarcz, H. P., Risk, M. J., McCONNAUGHEY, T. A., & Keller, N. (2000). Paleotemperatures from deep-sea corals: overcoming ‘vital effects’. Palaios, 15(1), 25-32."
cold-water corals,ITA,"Taviani, M., Freiwald, A., & Zibrowius, H. (2005). Deep coral growth in the Mediterranean Sea: an overview. In Cold-water corals and ecosystems (pp. 137-156). Springer, Berlin, Heidelberg."
seagrasses,ITA,"Telesca, L., Belluscio, A., Criscoli, A., Ardizzone, G., Apostolaki, E.T., Fraschetti, S., Gristina, M., Knittweis, L., Martin, C.S. et al. 2015. Seagrass meadows (Posidonia oceanica) distribution and trajectories of change. Scientific reports, 5."
cold-water corals,ITA,"Thomson, 1927 Alcyonaires provenant des campagnes scientifiques du Prince Albert ler de Monaco.Res. camp. sci. Monaco 73 77 pp"
cold-water corals,ITA,"Tunesi, L., & Diviacco, G. (1997). Observations by submersible on the bottoms off shore Portofino promontory (Ligurian Sea). Atti, 12, 61-74."
cold-water corals,ITA,"Tursi, A., Mastrototaro, F., Matarrese, A., Maiorano, P., & D'onghia, G. (2004). Biodiversity of the white coral reefs in the Ionian Sea (Central Mediterranean). Chemistry and Ecology, 20(sup1), 107-116."
seagrasses,ITA,"Vergeer, L. H. T., & Den Hartog, C. (1994). Omnipresence of Labyrinthulaceae in seagrasses. Aquatic Botany, 48(1), 1-20."
cold-water corals,ITA,"Yesson C, Taylor ML, Tittensor DP, Davies AJ, Guinotte J, Baco A, Black J, Hall-Spencer JM, Rogers AD (2012). Global habitat suitability of cold-water Octocorals. Journal of Biogeography 39: 1278-1292. DOI: https://doi.org/10.1111/j.1365-2699.2011.02681.x"
cold-water corals,ITA,"Zibrowius, H. (1980). Les scleractiniaires de la Mediterranee et de l'Atlantique nord-oriental. Memoires de l'Institut oceanographique, Monaco. URL: https://www.worldcat.org/title/scleractiniaires-de-la-mediterranee-et-de-latlantique-nord-oriental/oclc/715051958"
cold-water corals,ITA,"Zibrowius, H., & Taviani, M. (2005). Remarkable sessile fauna associated with deep coral and other calcareous substrates in the Strait of Sicily, Mediterranean Sea. In Cold-water corals and ecosystems (pp. 807-819). Springer, Berlin, Heidelberg."
cold-water corals,JAM,"Cairns, S. D. (1979). The deep-water Scleractinia of the Caribbean Sea and adjacent waters. Studies on the Fauna of Curaçao and other Caribbean Islands, 57(1), 1-341."
cold-water corals,JAM,"Cairns, S. D., & Bayer, F. M. (2004). Studies on western Atlantic Octocorallia (Coelenterata: Anthozoa). Part 4. The genus Paracalyptrophora Kinoshita, 1908. Proceedings of the Biological Society of Washington."
seagrasses,JAM,CARICOMP. (1996). Variation in ecological parameters of Thalassia testudinum across the CARICOMP network. 663-668.
cold-water corals,JAM,Davies A.J. & Guinotte J.M. (2011) Global Habitat Suitability for Framework-Forming Cold-Water Corals. PLoS ONE 6(4): e18483. DOI: https://doi.org/10.1371/journal.pone.0018483
cold-water corals,JAM,"Fautin, D. G. (2004). Hexacorallians of the World. http://hercules. kgs. ku. edu/hexacoral/anemone2/index. cfm."
seagrasses,JAM,"Gayle, P.M.H. & Woodley, J.D. (1998). Discovery Bay, Jamaica. In: Kjerfve, B. (Ed.)  CARICOMP - Caribbean Coral Reef, Seagrass and Mangrove Sites: 17-34."
seagrasses,JAM,"Greenway, M. (1976). The grazing of Thalassia testudinum in Kingston harbour, Jamaica. Aquatic Botany, 2, 117-126."
seagrasses,JAM,"Greenway, M. (1995). Trophic relationships of macrofauna within a Jamaican seagrass meadow and the role of the echinoid Lytechinus variegatus (Lamarck). Bulletin of Marine Science, 56(3), 719-736."
coralreefs,JAM,"IMaRS-USF, IRD (Institut de Recherche pour le Developpement) (2005). Millennium Coral Reef Mapping Project. Validated maps. Cambridge (UK): UNEP World Conservation Monitoring Centre"
seagrasses,JAM,"IUCN & UNEP-WCMC. (2003). The World Database on Protected Areas (WDPA) [On-line]. Cambridge, UK: UNEP-WCMC. Available at: www.protectedplanet.net."
seagrasses,JAM,National Geographic Society (2000). Coral World. 1:28 510 000. 1 pp.
seagrasses,JAM,"Phillips, R.C. (2001). Seagrasses - national status report, Caribbean Region. Draft paper submitted to the UNEP-WCMC Global Seagrass Workshop, St Pete's Beach, Florida, 5-9 November, 2008"
mangroves,JAM,"Spalding MD, Blasco F, Field CD (Eds.) (1997). World Mangrove Atlas. Okinawa (Japan): International Society for Mangrove Ecosystems. 178 pp. Compiled by UNEP-WCMC, in collaboration with the International Society for Mangrove Ecosystems (ISME). URL: https"
cold-water corals,JAM,Yale Museum
cold-water corals,JAM,"Yesson C, Taylor ML, Tittensor DP, Davies AJ, Guinotte J, Baco A, Black J, Hall-Spencer JM, Rogers AD (2012). Global habitat suitability of cold-water Octocorals. Journal of Biogeography 39: 1278-1292. DOI: https://doi.org/10.1111/j.1365-2699.2011.02681.x"
seagrasses,JEY,OSPAR Commission. (2015) OSPAR Threatened and/or Declining Habitats 2015. URL: http://www.ospar.org/work-areas/bdc/species-habitats/list-of-threatened-declining-species-habitats. Data URL: http://www.emodnet-seabedhabitats.eu/download.
coralreefs,JOR,Her Majesty’s Stationery Office (HSMO) and UK Hydrographic Office. (1994). El Suweis (Suez) to El Akhawein (The Brothers) (including the Gulf of Aqaba). British Admiralty Chart No. 8.
coralreefs,JOR,"IMaRS-USF (Institute for Marine Remote Sensing-University of South Florida) (2005). Millennium Coral Reef Mapping Project. Unvalidated maps. These maps are unendorsed by IRD, but were further interpreted by UNEP World Conservation Monitoring Centre. Cambridge (UK): UNEP World Conservation Monitoring Centre"
seagrasses,JOR,"Phillips, R.C. (2001). Seagrasses - national status report, Arabian Region. Draft paper submitted to the UNEP-WCMC Global Seagrass Workshop, St Pete's Beach, Florida, 5-9 November, 2002"
seagrasses,JOR,"Wahbeh MI. 1984. Heterotrophic bacteria attached to leaves, rhizomes and roots of three seagrass species from Aqaba, (Jordan). Aquatic Botany 20(1-2): 87-96."
seagrasses,JOR,"Wahbeh, M. I. (1984). The growth and production of the leaves of the seagrass Halophila stipulacea (Forsk.) Aschers. from Aqaba, Jordan. Aquatic botany, 20(1-2), 33-41."
seagrasses,JPN,"Aioi, K. & Nakoka, M. (2003). Seagrasses of Japan. In: World Atlas of Seagrasses. Green EP and Short FT, eds. Berkeley, California (USA): University of California Press."
seagrasses,JPN,"Aioi, K. (2001). Notes on the seagrasses of Japan."
saltmarshes,JPN,BirdLife International & Conservation International (2013). Global Distribution of Important Bird and Biodiversity Areas (IBAs). Cambridge (UK): BirdLife International. URL: http://www.birdlife.org/datazone/site/search
coralreefs,JPN,"Burke, L., Selig E. & Spalding, M. (2002). Reefs At Risk in Southeast Asia. World Resources Institute, 72p."
cold-water corals,JPN,"Cairns, S. D. (1994). Scleractinia of the temperate North Pacific. Smithsonian Contributions to Zoology."
seagrasses,JPN,"Coles, R., & Kuo, J. (1995). Seagrasses. In J. E. Maragos, M. N. A. Peterson, L. G. Eldredge, J. E. Bardach, & H. F. Takeuchi (Eds.), Marine and Coastal Biodiversity in the Tropical Island Pacific Region (Vol. 1, pp. 39-57). (Species Systematics and Information Management Priorities). Honolulu: East West Center, Honolulu."
seagrasses,JPN,"Coles, R.G. & Lee Long, W.J. (1999). Seagrasses. In: Marine/Coastal Biodiversity in the Tropical Island Pacific Region. Volume 2: population, development and conservation priorities. Workshop proceedings: 21-46."
cold-water corals,JPN,Davies A.J. & Guinotte J.M. (2011) Global Habitat Suitability for Framework-Forming Cold-Water Corals. PLoS ONE 6(4): e18483. DOI: https://doi.org/10.1371/journal.pone.0018483
coralreefs,JPN,"Environment Agency (1987) The 3rd National Survey on the Natural Environment (Vegetation). Actual Vegetation Map, Okinawa, 1-29."
cold-water corals,JPN,Gebruk et al. (2004). Seamount Invertebrate Database of the P.P. Shirshov Institute of Oceanology
seagrasses,JPN,"Hamamoto K., Mukai H., & Wada K. (1996). Distribution of Spirorbid tube worms (Polychaeta) on seagrass leaves in northern Japan. 49-58."
seagrasses,JPN,"Horinouchi, M., & Sano, M. (2001). Effects of changes in seagrass shoot density and leaf height on the abundance of juveniles of Acentrogobius pflaumii in a Zostera marina bed. Ichthyological Research, 48(2), 179-185."
seagrasses,JPN,"Iizumi, H. (1996). Temporal and spatial variability of leaf production of Zostera marina L. at Otsuchi Bay, northern Japan. In Seagrass Biology: Proceedings of an International Workshop, Rottnest Island, Western Australia, 25-29 January 1996, Faculty of Science, The University of Western Australia, Nedlands."
coralreefs,JPN,"IMaRS-USF (Institute for Marine Remote Sensing-University of South Florida) (2005). Millennium Coral Reef Mapping Project. Unvalidated maps. These maps are unendorsed by IRD, but were further interpreted by UNEP World Conservation Monitoring Centre. Cambridge (UK): UNEP World Conservation Monitoring Centre"
coralreefs,JPN,"IMaRS-USF, IRD (Institut de Recherche pour le Developpement) (2005). Millennium Coral Reef Mapping Project. Validated maps. Cambridge (UK): UNEP World Conservation Monitoring Centre"
cold-water corals,JPN,"Kölliker, A. (1880). Report on the Pennatulida dredged by H.M.S. Challenger during the years 1873-1880"
seagrasses,JPN,"Kuo, J., Shibuno, T., Kanamoto, Z. & Noro, T. (2001). Halophila ovalis (R. Br.) Hook. f. from a submarine hot spring in southern Japan. Aquatic Botany 70(4): 329-335. DOI: 10.1016/S0304-3770(01)00162-0"
seagrasses,JPN,"Ministry of the Environment, Japan. 2001. 3-4 Survey of tidal flats, seaweed beds and coral reefs distribution / marine organisms biological environment survey (4th Survey)."
coralreefs,JPN,"Petroconsultants SA (1990). Mundocart/CD. Version 2.0. 1: 1 000 000 world map prepared from the Operational Navigational Charts of the United States Defense Mapping Agency. Petroconsulants (CES) Ltd, London, UK."
seagrasses,JPN,"Phillips, R. C., & Mehez, E. G. (1988). Seagrasses. Smithsonian Contributions to the Marine Science, 34, 1–110."
seagrasses,JPN,"Plaza G, Katayama S, Omori M. 2001 Otolith microstructure of black rockfish, Sebastes inermis. Marine Biology 139(4): 797–805."
saltmarshes,JPN,Ramsar Secretariat. Ramsar Sites Information Service. URL: https://rsis.ramsar.org/
seagrasses,JPN,"Shin, H., Choi, H.K.,. 1998. Taxonomy and distribution of Zostera (Zosteraceae) in eastern Asia, with special reference to Korea. 49-66."
cold-water corals,JPN,Smithsonian Inst. Records
mangroves,JPN,"Space Imaging (2000), IKONOS scene St. Vincents and the Grenadines po-37836, Level Standard Geometrically Corrected, GeoEye, Dulles, Virginia, 11/30/2000."
cold-water corals,JPN,"Studer & Bern, 1889 Zoology Volume LXXXI:  Supplementary Report on the Alcyonaria collected by H.M.S. Challenger during the Years 1873-76. 31 pp. H.M.S. Challenger Reports, Volume 32, 1889"
seagrasses,JPN,"UNEP-WCMC, Short FT (2018). Global distribution of seagrasses (version 6.0). Sixth update to the data layer used in Green and Short (2003). Cambridge (UK): UN Environment World Conservation Monitoring Centre. URL: http://data.unep-wcmc.org/datasets/7"
seagrasses,JPN,"Watanabe S, Watanabe Y. 2001. Brooding season, sex ratio, and brood pouch development in the seaweed pipefish, Syngnathus schlegeli, in Otsuchi Bay, Japan. Ichthyological Research 48(2): 155-160."
cold-water corals,JPN,"Yesson C, Taylor ML, Tittensor DP, Davies AJ, Guinotte J, Baco A, Black J, Hall-Spencer JM, Rogers AD (2012). Global habitat suitability of cold-water Octocorals. Journal of Biogeography 39: 1278-1292. DOI: https://doi.org/10.1111/j.1365-2699.2011.02681.x"
seagrasses,KAZ,"Millchakova NA. 2003. The Seagrasses of The Black, Azov, Caspian and Aral Seas. In: World Atlas of Seagrasses. Green EP and Short FT, eds. Berkeley, California (USA): University of California Press."
seagrasses,KEN,"Cowburn, Benjamin & Musembi, Peter & Sindorf, Victoria & Kohlmeier, D. & Raker, C. & Nussbaumer, A. & Hereward, Hannah & Baelenberghe, B. & Goebbels, D. & Kamire, J. & Horions, M. & Sluka, Robert & Taylor, M.L. & Rogers, A.D.. (2018). The Habitats and Biodiversity of Watamu Marine National Park: Evaluating Our Knowledge of One of East Africa's Oldest Marine Protected Areas. Atoll Research Bulletin. 2018. 1-45. 10.5479/si.0077-5630.618. "
seagrasses,KEN,"Dahdouh-Guebas, F., Coppejans, E., & Van Speybroeck, D. (1999). Remote sensing and zonation of seagrasses and algae along the Kenyan coast. Hydrobiologia, 400, 63-73."
seagrasses,KEN,"Duarte, C. M., Hemminga, M. A., & Marbà, N. (1996). Growth and population dynamics of Thalassodendron ciliatum in a Kenyan back-reef lagoon. Aquatic Botany, 55(1), 1-11."
cold-water corals,KEN,"Fautin, D. G. (2004). Hexacorallians of the World. http://hercules. kgs. ku. edu/hexacoral/anemone2/index. cfm."
seagrasses,KEN,"Gaudian, G., Koyo, A. & Wells, S. (1995). Marine Region 12: East Africa. In: Kelleher, G., Bleakley, C., Wells, S. (Eds).  A Global  Representative System of Marine Protected Areas. Vol. 3: Cantral Indian Ocean, Arabian Seas, East Africa and East African Se"
coralreefs,KEN,"IMaRS-USF (Institute for Marine Remote Sensing-University of South Florida) (2005). Millennium Coral Reef Mapping Project. Unvalidated maps. These maps are unendorsed by IRD, but were further interpreted by UNEP World Conservation Monitoring Centre. Cambridge (UK): UNEP World Conservation Monitoring Centre"
